,REF_DATE,GEO,Labour_characteristics,NOC,Sex,VALUE,lat,long
1583,2021-01,Prince Edward Island,Part-time,Professional occupations in business and finance,Females,0.2,46.25,-63.0
1584,2021-01,Prince Edward Island,Part-time,Administrative and financial supervisors and administrative occupations,Both sexes,0.4,46.25,-63.0
1585,2021-01,Prince Edward Island,Part-time,Administrative and financial supervisors and administrative occupations,Males,,46.25,-63.0
1586,2021-01,Prince Edward Island,Part-time,Administrative and financial supervisors and administrative occupations,Females,0.4,46.25,-63.0
1587,2021-01,Prince Edward Island,Part-time,"Finance, insurance and related business administrative occupations",Both sexes,0.2,46.25,-63.0
1588,2021-01,Prince Edward Island,Part-time,"Finance, insurance and related business administrative occupations",Males,,46.25,-63.0
1589,2021-01,Prince Edward Island,Part-time,"Finance, insurance and related business administrative occupations",Females,0.2,46.25,-63.0
1590,2021-01,Prince Edward Island,Part-time,Office support occupations,Both sexes,0.7,46.25,-63.0
1591,2021-01,Prince Edward Island,Part-time,Office support occupations,Males,,46.25,-63.0
1592,2021-01,Prince Edward Island,Part-time,Office support occupations,Females,0.6,46.25,-63.0
1593,2021-01,Prince Edward Island,Part-time,"Distribution, tracking and scheduling co-ordination occupations",Both sexes,,46.25,-63.0
1594,2021-01,Prince Edward Island,Part-time,"Distribution, tracking and scheduling co-ordination occupations",Males,,46.25,-63.0
1595,2021-01,Prince Edward Island,Part-time,"Distribution, tracking and scheduling co-ordination occupations",Females,,46.25,-63.0
1596,2021-01,Prince Edward Island,Part-time,Natural and applied sciences and related occupations,Both sexes,0.3,46.25,-63.0
1597,2021-01,Prince Edward Island,Part-time,Natural and applied sciences and related occupations,Males,0.2,46.25,-63.0
1598,2021-01,Prince Edward Island,Part-time,Natural and applied sciences and related occupations,Females,,46.25,-63.0
1599,2021-01,Prince Edward Island,Part-time,Professional occupations in natural and applied sciences,Both sexes,,46.25,-63.0
1600,2021-01,Prince Edward Island,Part-time,Professional occupations in natural and applied sciences,Males,,46.25,-63.0
1601,2021-01,Prince Edward Island,Part-time,Professional occupations in natural and applied sciences,Females,,46.25,-63.0
1602,2021-01,Prince Edward Island,Part-time,Technical occupations related to natural and applied sciences,Both sexes,0.2,46.25,-63.0
1603,2021-01,Prince Edward Island,Part-time,Technical occupations related to natural and applied sciences,Males,,46.25,-63.0
1604,2021-01,Prince Edward Island,Part-time,Technical occupations related to natural and applied sciences,Females,,46.25,-63.0
1605,2021-01,Prince Edward Island,Part-time,Health occupations,Both sexes,1.0,46.25,-63.0
1606,2021-01,Prince Edward Island,Part-time,Health occupations,Males,,46.25,-63.0
1607,2021-01,Prince Edward Island,Part-time,Health occupations,Females,0.9,46.25,-63.0
1608,2021-01,Prince Edward Island,Part-time,Professional occupations in nursing,Both sexes,0.2,46.25,-63.0
1609,2021-01,Prince Edward Island,Part-time,Professional occupations in nursing,Males,,46.25,-63.0
1610,2021-01,Prince Edward Island,Part-time,Professional occupations in nursing,Females,0.2,46.25,-63.0
1611,2021-01,Prince Edward Island,Part-time,Professional occupations in health (except nursing),Both sexes,,46.25,-63.0
1612,2021-01,Prince Edward Island,Part-time,Professional occupations in health (except nursing),Males,,46.25,-63.0
1613,2021-01,Prince Edward Island,Part-time,Professional occupations in health (except nursing),Females,,46.25,-63.0
1614,2021-01,Prince Edward Island,Part-time,Technical occupations in health,Both sexes,0.2,46.25,-63.0
1615,2021-01,Prince Edward Island,Part-time,Technical occupations in health,Males,,46.25,-63.0
1616,2021-01,Prince Edward Island,Part-time,Technical occupations in health,Females,0.2,46.25,-63.0
1617,2021-01,Prince Edward Island,Part-time,Assisting occupations in support of health services,Both sexes,0.5,46.25,-63.0
1618,2021-01,Prince Edward Island,Part-time,Assisting occupations in support of health services,Males,,46.25,-63.0
1619,2021-01,Prince Edward Island,Part-time,Assisting occupations in support of health services,Females,0.4,46.25,-63.0
1620,2021-01,Prince Edward Island,Part-time,"Occupations in education, law and social, community and government services",Both sexes,1.0,46.25,-63.0
1621,2021-01,Prince Edward Island,Part-time,"Occupations in education, law and social, community and government services",Males,0.2,46.25,-63.0
1622,2021-01,Prince Edward Island,Part-time,"Occupations in education, law and social, community and government services",Females,0.7,46.25,-63.0
1623,2021-01,Prince Edward Island,Part-time,Professional occupations in education services,Both sexes,0.5,46.25,-63.0
1624,2021-01,Prince Edward Island,Part-time,Professional occupations in education services,Males,,46.25,-63.0
1625,2021-01,Prince Edward Island,Part-time,Professional occupations in education services,Females,0.4,46.25,-63.0
1626,2021-01,Prince Edward Island,Part-time,"Professional occupations in law and social, community and government services",Both sexes,0.2,46.25,-63.0
1627,2021-01,Prince Edward Island,Part-time,"Professional occupations in law and social, community and government services",Males,,46.25,-63.0
1628,2021-01,Prince Edward Island,Part-time,"Professional occupations in law and social, community and government services",Females,,46.25,-63.0
1629,2021-01,Prince Edward Island,Part-time,"Paraprofessional occupations in legal, social, community and education services",Both sexes,0.2,46.25,-63.0
1630,2021-01,Prince Edward Island,Part-time,"Paraprofessional occupations in legal, social, community and education services",Males,,46.25,-63.0
1631,2021-01,Prince Edward Island,Part-time,"Paraprofessional occupations in legal, social, community and education services",Females,0.2,46.25,-63.0
1632,2021-01,Prince Edward Island,Part-time,Occupations in front-line public protection services,Both sexes,,46.25,-63.0
1633,2021-01,Prince Edward Island,Part-time,Occupations in front-line public protection services,Males,,46.25,-63.0
1634,2021-01,Prince Edward Island,Part-time,Occupations in front-line public protection services,Females,,46.25,-63.0
1635,2021-01,Prince Edward Island,Part-time,"Care providers and educational, legal and public protection support occupations",Both sexes,,46.25,-63.0
1636,2021-01,Prince Edward Island,Part-time,"Care providers and educational, legal and public protection support occupations",Males,,46.25,-63.0
1637,2021-01,Prince Edward Island,Part-time,"Care providers and educational, legal and public protection support occupations",Females,,46.25,-63.0
1638,2021-01,Prince Edward Island,Part-time,"Occupations in art, culture, recreation and sport",Both sexes,0.5,46.25,-63.0
1639,2021-01,Prince Edward Island,Part-time,"Occupations in art, culture, recreation and sport",Males,0.4,46.25,-63.0
1640,2021-01,Prince Edward Island,Part-time,"Occupations in art, culture, recreation and sport",Females,0.2,46.25,-63.0
1641,2021-01,Prince Edward Island,Part-time,Professional occupations in art and culture,Both sexes,0.2,46.25,-63.0
1642,2021-01,Prince Edward Island,Part-time,Professional occupations in art and culture,Males,,46.25,-63.0
1643,2021-01,Prince Edward Island,Part-time,Professional occupations in art and culture,Females,,46.25,-63.0
1644,2021-01,Prince Edward Island,Part-time,"Technical occupations in art, culture, recreation and sport",Both sexes,0.3,46.25,-63.0
1645,2021-01,Prince Edward Island,Part-time,"Technical occupations in art, culture, recreation and sport",Males,0.3,46.25,-63.0
1646,2021-01,Prince Edward Island,Part-time,"Technical occupations in art, culture, recreation and sport",Females,,46.25,-63.0
1647,2021-01,Prince Edward Island,Part-time,Sales and service occupations,Both sexes,5.9,46.25,-63.0
1648,2021-01,Prince Edward Island,Part-time,Sales and service occupations,Males,2.7,46.25,-63.0
1649,2021-01,Prince Edward Island,Part-time,Sales and service occupations,Females,3.2,46.25,-63.0
1650,2021-01,Prince Edward Island,Part-time,Retail sales supervisors and specialized sales occupations,Both sexes,0.2,46.25,-63.0
1651,2021-01,Prince Edward Island,Part-time,Retail sales supervisors and specialized sales occupations,Males,,46.25,-63.0
1652,2021-01,Prince Edward Island,Part-time,Retail sales supervisors and specialized sales occupations,Females,,46.25,-63.0
1653,2021-01,Prince Edward Island,Part-time,Service supervisors and specialized service occupations,Both sexes,0.9,46.25,-63.0
1654,2021-01,Prince Edward Island,Part-time,Service supervisors and specialized service occupations,Males,0.3,46.25,-63.0
1655,2021-01,Prince Edward Island,Part-time,Service supervisors and specialized service occupations,Females,0.5,46.25,-63.0
1656,2021-01,Prince Edward Island,Part-time,Sales representatives and salespersons - wholesale and retail trade,Both sexes,0.9,46.25,-63.0
1657,2021-01,Prince Edward Island,Part-time,Sales representatives and salespersons - wholesale and retail trade,Males,0.2,46.25,-63.0
1658,2021-01,Prince Edward Island,Part-time,Sales representatives and salespersons - wholesale and retail trade,Females,0.6,46.25,-63.0
1659,2021-01,Prince Edward Island,Part-time,Service representatives and other customer and personal services occupations,Both sexes,0.6,46.25,-63.0
1660,2021-01,Prince Edward Island,Part-time,Service representatives and other customer and personal services occupations,Males,0.2,46.25,-63.0
1661,2021-01,Prince Edward Island,Part-time,Service representatives and other customer and personal services occupations,Females,0.5,46.25,-63.0
1662,2021-01,Prince Edward Island,Part-time,Sales support occupations,Both sexes,2.2,46.25,-63.0
1663,2021-01,Prince Edward Island,Part-time,Sales support occupations,Males,1.1,46.25,-63.0
1664,2021-01,Prince Edward Island,Part-time,Sales support occupations,Females,1.1,46.25,-63.0
1665,2021-01,Prince Edward Island,Part-time,"Service support and other service occupations, n.e.c.",Both sexes,1.2,46.25,-63.0
1666,2021-01,Prince Edward Island,Part-time,"Service support and other service occupations, n.e.c.",Males,0.8,46.25,-63.0
1667,2021-01,Prince Edward Island,Part-time,"Service support and other service occupations, n.e.c.",Females,0.4,46.25,-63.0
1668,2021-01,Prince Edward Island,Part-time,"Trades, transport and equipment operators and related occupations",Both sexes,0.9,46.25,-63.0
1669,2021-01,Prince Edward Island,Part-time,"Trades, transport and equipment operators and related occupations",Males,0.8,46.25,-63.0
1670,2021-01,Prince Edward Island,Part-time,"Trades, transport and equipment operators and related occupations",Females,,46.25,-63.0
1671,2021-01,Prince Edward Island,Part-time,"Industrial, electrical and construction trades",Both sexes,,46.25,-63.0
1672,2021-01,Prince Edward Island,Part-time,"Industrial, electrical and construction trades",Males,,46.25,-63.0
1673,2021-01,Prince Edward Island,Part-time,"Industrial, electrical and construction trades",Females,,46.25,-63.0
1674,2021-01,Prince Edward Island,Part-time,Maintenance and equipment operation trades,Both sexes,,46.25,-63.0
1675,2021-01,Prince Edward Island,Part-time,Maintenance and equipment operation trades,Males,,46.25,-63.0
1676,2021-01,Prince Edward Island,Part-time,Maintenance and equipment operation trades,Females,,46.25,-63.0
1677,2021-01,Prince Edward Island,Part-time,"Other installers, repairers and servicers and material handlers",Both sexes,,46.25,-63.0
1678,2021-01,Prince Edward Island,Part-time,"Other installers, repairers and servicers and material handlers",Males,,46.25,-63.0
1679,2021-01,Prince Edward Island,Part-time,"Other installers, repairers and servicers and material handlers",Females,,46.25,-63.0
1680,2021-01,Prince Edward Island,Part-time,Transport and heavy equipment operation and related maintenance occupations,Both sexes,0.6,46.25,-63.0
1681,2021-01,Prince Edward Island,Part-time,Transport and heavy equipment operation and related maintenance occupations,Males,0.4,46.25,-63.0
1682,2021-01,Prince Edward Island,Part-time,Transport and heavy equipment operation and related maintenance occupations,Females,,46.25,-63.0
1683,2021-01,Prince Edward Island,Part-time,"Trades helpers, construction labourers and related occupations",Both sexes,,46.25,-63.0
1684,2021-01,Prince Edward Island,Part-time,"Trades helpers, construction labourers and related occupations",Males,,46.25,-63.0
1685,2021-01,Prince Edward Island,Part-time,"Trades helpers, construction labourers and related occupations",Females,,46.25,-63.0
1686,2021-01,Prince Edward Island,Part-time,"Natural resources, agriculture and related production occupations",Both sexes,,46.25,-63.0
